,Keyword,LV1,Search UV,PDP UV,A2C_UV,Order_UV,GMV,ASP,ARPU,Found Number,E. Items,Cluster,PDP % of searches,A2C % of searches,ORDER % of searches
1441,nose ring,Watches Sunglasses Jewellery,188.0,98.0,26.0,12.0,29.3,1.83,2.44,5426.0,1020.0,Fashion,52.13,13.83,6.38
1430,wrist watch for girls,Watches Sunglasses Jewellery,188.0,106.0,33.0,13.0,50.66,3.17,3.9,555316.0,1176.0,Fashion,56.38,17.55,6.91
1429,make up brushes,Health & Beauty,188.0,101.0,44.0,17.0,70.91,3.55,4.17,278231.0,800.0,FMCG,53.72,23.4,9.04
1451,perfume for men branded original,Health & Beauty,187.0,72.0,17.0,6.0,77.41,5.53,12.9,26745.0,1020.0,FMCG,38.5,9.09,3.21
1457,teeth whitening,Health & Beauty,187.0,107.0,49.0,21.0,64.21,2.92,3.06,7347.0,260.0,FMCG,57.22,26.2,11.23
1456,vivo y21 mobile cover,Mobiles & Tablets,187.0,100.0,30.0,8.0,37.04,4.63,4.63,4678.0,543.0,EL,53.48,16.04,4.28
1455,velvet shawl,Fashion,187.0,107.0,10.0,0.0,0.0,0.0,0.0,1455.0,491.0,Fashion,57.22,5.35,0.0
1454,ssd 128gb,Computers & Laptops,187.0,86.0,25.0,6.0,148.61,21.23,24.77,2048.0,398.0,EL,45.99,13.37,3.21
1450,painting colours,Stationery & Craft,187.0,95.0,24.0,8.0,24.5,3.06,3.06,854829.0,360.0,GM,50.8,12.83,4.28
1449,casual shoes for men,Fashion,187.0,94.0,9.0,2.0,42.82,14.27,21.41,30334.0,1018.0,Fashion,50.27,4.81,1.07
1448,girl dress,Fashion,187.0,65.0,6.0,2.0,24.21,8.07,12.11,300925.0,508.0,Fashion,34.76,3.21,1.07
1447,mi band,Medicine,187.0,84.0,17.0,4.0,47.17,7.86,11.79,11412.0,279.0,Others,44.92,9.09,2.14
1446,money box,Toys & Games,187.0,93.0,20.0,8.0,34.51,3.45,4.31,17521.0,1018.0,GM,49.73,10.7,4.28
1445,lemon max,Groceries,187.0,117.0,72.0,20.0,43.25,1.54,2.16,2933.0,188.0,FMCG,62.57,38.5,10.7
1469,winter clothes for girls,Mother & Baby,186.0,29.0,1.0,0.0,0.0,0.0,0.0,11937.0,230.0,FMCG,15.59,0.54,0.0
1467,zipper hoodies for girls,Fashion,186.0,115.0,32.0,8.0,65.17,8.15,8.15,3000.0,1020.0,Fashion,61.83,17.2,4.3
1468,wall art hangings,Furniture & Decor,186.0,66.0,8.0,3.0,20.02,5.01,6.67,251093.0,718.0,GM,35.48,4.3,1.61
1472,sandwich maker 3 in 1,Home Appliances,186.0,98.0,20.0,9.0,258.08,25.81,28.68,35329.0,258.0,EL,52.69,10.75,4.84
1470,uc pubg,Digital Goods,186.0,85.0,54.0,13.0,18.56,1.24,1.43,1769.0,240.0,Digital Goods,45.7,29.03,6.99
1471,oven cover,Kitchen & Dining,186.0,119.0,75.0,42.0,63.22,1.47,1.51,20002.0,329.0,GM,63.98,40.32,22.58
1465,external hard drive,Computers & Laptops,186.0,101.0,33.0,11.0,332.68,27.72,30.24,9640.0,453.0,EL,54.3,17.74,5.91
1466,bts stationary,Stationery & Craft,186.0,80.0,11.0,1.0,3.08,3.08,3.08,1808.0,182.0,GM,43.01,5.91,0.54
1459,jaket for men,Fashion,186.0,75.0,10.0,2.0,21.9,7.3,10.95,29330.0,621.0,Fashion,40.32,5.38,1.08
1464,egg beater,Home Appliances,186.0,99.0,44.0,24.0,228.73,9.15,9.53,35130.0,1021.0,EL,53.23,23.66,12.9
1452,beater,Kitchen & Dining,186.0,100.0,35.0,11.0,63.32,4.87,5.76,81983.0,388.0,GM,53.76,18.82,5.91
1461,125 bike honda,Motors,186.0,81.0,26.0,3.0,2576.12,858.71,858.71,2435.0,658.0,GM,43.55,13.98,1.61
1460,makeup pouch,Health & Beauty,186.0,93.0,34.0,12.0,33.6,2.58,2.8,20984.0,578.0,FMCG,50.0,18.28,6.45
1458,mug,Kitchen & Dining,186.0,79.0,23.0,5.0,18.5,3.7,3.7,701689.0,851.0,GM,42.47,12.37,2.69
1453,kids accessories for girls,Toys & Games,186.0,40.0,6.0,2.0,29.64,5.93,14.82,191630.0,1192.0,GM,21.51,3.23,1.08
1463,haier refrigerator,Home Appliances,186.0,113.0,30.0,4.0,1392.69,278.54,348.17,359.0,330.0,EL,60.75,16.13,2.15
1478,make up box,Health & Beauty,185.0,81.0,30.0,9.0,29.0,3.22,3.22,310291.0,516.0,FMCG,43.78,16.22,4.86
1484,shampoo and conditioner,Health & Beauty,185.0,56.0,12.0,0.0,0.0,0.0,0.0,68983.0,769.0,FMCG,30.27,6.49,0.0
1483,popet toy,Toys & Games,185.0,104.0,35.0,12.0,48.34,4.03,4.03,645.0,520.0,GM,56.22,18.92,6.49
1482,cake stand,Kitchen & Dining,185.0,71.0,17.0,8.0,31.86,3.54,3.98,22487.0,1021.0,GM,38.38,9.19,4.32
1481,had phone bluetooth for mobile,"TV, Audio / Video, Gaming & Wearables",185.0,65.0,19.0,4.0,18.03,3.61,4.51,166691.0,678.0,EL,35.14,10.27,2.16
1480,kichen accessories new,Kitchen & Dining,185.0,81.0,34.0,11.0,29.57,1.97,2.69,812635.0,1018.0,GM,43.78,18.38,5.95
1479,mob cover,Mobiles & Tablets,185.0,29.0,1.0,0.0,0.0,0.0,0.0,226782.0,1019.0,EL,15.68,0.54,0.0
1475,watch for boys stylish,Watches Sunglasses Jewellery,185.0,81.0,21.0,5.0,13.89,2.78,2.78,11525.0,412.0,Fashion,43.78,11.35,2.7
1474,cream,Health & Beauty,185.0,39.0,12.0,2.0,3.9,1.95,1.95,683073.0,690.0,FMCG,21.08,6.49,1.08
1473,best friend locket,Watches Sunglasses Jewellery,185.0,102.0,31.0,15.0,30.87,2.06,2.06,19864.0,288.0,Fashion,55.14,16.76,8.11
1462,oneplus,Mobiles & Tablets,185.0,93.0,21.0,5.0,1220.0,203.33,244.0,46827.0,158.0,EL,50.27,11.35,2.7
1477,jewelry,Watches Sunglasses Jewellery,184.0,89.0,23.0,1.0,1.91,1.91,1.91,2126332.0,1166.0,Fashion,48.37,12.5,0.54
1476,magnetic charging cable,Mobiles & Tablets,184.0,115.0,64.0,26.0,79.57,2.57,3.06,31405.0,1309.0,EL,62.5,34.78,14.13
1485,mac foundation,Health & Beauty,184.0,93.0,10.0,4.0,13.38,3.34,3.34,146.0,146.0,FMCG,50.54,5.43,2.17
1486,card holder,Bags and Travel,184.0,77.0,14.0,3.0,4.59,1.53,1.53,128789.0,1055.0,Fashion,41.85,7.61,1.63
1489,cactus toy,Toys & Games,184.0,99.0,31.0,12.0,141.14,10.86,11.76,2540.0,174.0,GM,53.8,16.85,6.52
1494,parfume for men,Health & Beauty,183.0,85.0,39.0,15.0,79.07,4.16,5.27,38667.0,826.0,FMCG,46.45,21.31,8.2
1505,teddy bear for girls,Toys & Games,183.0,80.0,11.0,5.0,63.26,12.65,12.65,1304.0,670.0,GM,43.72,6.01,2.73
1504,color box,Stationery & Craft,183.0,94.0,13.0,2.0,4.59,2.29,2.29,482366.0,348.0,GM,51.37,7.1,1.09
1503,blender,Home Appliances,183.0,88.0,18.0,11.0,166.47,15.13,15.13,63456.0,912.0,EL,48.09,9.84,6.01
1500,travelling bags,Bags and Travel,183.0,88.0,13.0,5.0,58.66,9.78,11.73,842654.0,938.0,Fashion,48.09,7.1,2.73
1495,projector mini,"TV, Audio / Video, Gaming & Wearables",183.0,78.0,12.0,5.0,66.53,13.31,13.31,42241.0,369.0,EL,42.62,6.56,2.73
1498,torch light,Sports & Outdoors,183.0,97.0,32.0,8.0,36.56,3.66,4.57,60879.0,998.0,GM,53.01,17.49,4.37
1493,generation clothing,Fashion,183.0,85.0,6.0,0.0,0.0,0.0,0.0,194342.0,242.0,Fashion,46.45,3.28,0.0
1487,hair band,Fashion,183.0,63.0,24.0,5.0,6.07,1.21,1.21,156510.0,438.0,Fashion,34.43,13.11,2.73
1492,dress coat for men,Fashion,183.0,65.0,5.0,3.0,300.81,50.14,100.27,34489.0,1637.0,Fashion,35.52,2.73,1.64
1491,beard oil,Health & Beauty,183.0,108.0,47.0,21.0,66.45,3.02,3.16,7717.0,570.0,FMCG,59.02,25.68,11.48
1490,amazfit,"TV, Audio / Video, Gaming & Wearables",183.0,97.0,28.0,5.0,571.31,114.26,114.26,5066.0,239.0,EL,53.01,15.3,2.73
1488,bridal jewellery set,Watches Sunglasses Jewellery,183.0,87.0,16.0,2.0,17.0,4.25,8.5,268226.0,1019.0,Fashion,47.54,8.74,1.09
1508,largo cream for men original sex,Health & Beauty,182.0,35.0,5.0,2.0,12.03,6.02,6.02,63.0,63.0,FMCG,19.23,2.75,1.1
1496,ps5 console,"TV, Audio / Video, Gaming & Wearables",182.0,74.0,8.0,1.0,3.59,3.59,3.59,41138.0,250.0,EL,40.66,4.4,0.55
1512,xxx girl and boy video,Fashion,182.0,28.0,2.0,0.0,0.0,0.0,0.0,15357.0,271.0,Fashion,15.38,1.1,0.0
1511,cat litter,Pet Supplies,182.0,134.0,93.0,62.0,364.71,5.61,5.88,5206.0,488.0,FMCG,73.63,51.1,34.07
1510,fairy lights battery operated,Furniture & Decor,182.0,115.0,55.0,22.0,55.04,2.39,2.5,35821.0,788.0,GM,63.19,30.22,12.09
1509,edenrobe,Fashion,182.0,60.0,16.0,5.0,115.38,14.42,23.08,376.0,374.0,Fashion,32.97,8.79,2.75
1513,super asia washing machine,Home Appliances,182.0,109.0,21.0,7.0,1666.4,119.03,238.06,281.0,278.0,EL,59.89,11.54,3.85
1507,milk pack,Groceries,182.0,71.0,21.0,5.0,30.15,6.03,6.03,7852.0,358.0,FMCG,39.01,11.54,2.75
1502,coffee mug,Kitchen & Dining,182.0,94.0,18.0,4.0,17.71,4.43,4.43,701986.0,938.0,GM,51.65,9.89,2.2
1501,netflix account subscription,Digital Goods,182.0,116.0,46.0,18.0,37.84,1.89,2.1,2632.0,180.0,Digital Goods,63.74,25.27,9.89
1497,sweaters for men,Fashion,182.0,81.0,10.0,1.0,10.39,10.39,10.39,9955.0,1239.0,Fashion,44.51,5.49,0.55
1506,balloon,Toys & Games,182.0,89.0,22.0,6.0,13.62,1.36,2.27,78664.0,1019.0,GM,48.9,12.09,3.3
1518,candy,Mobiles & Tablets,181.0,55.0,20.0,7.0,2014.12,167.84,287.73,372759.0,669.0,EL,30.39,11.05,3.87
1523,poco x3 cover,Mobiles & Tablets,181.0,91.0,36.0,17.0,65.5,3.45,3.85,6916.0,608.0,EL,50.28,19.89,9.39
1522,sneakers for women,Fashion,181.0,118.0,32.0,5.0,79.97,15.99,15.99,153446.0,1008.0,Fashion,65.19,17.68,2.76
1521,serum for glowing skin,Health & Beauty,181.0,97.0,44.0,18.0,57.12,2.86,3.17,25628.0,783.0,FMCG,53.59,24.31,9.94
1520,painting,Fashion,181.0,30.0,0.0,0.0,0.0,0.0,0.0,1891329.0,783.0,Fashion,16.57,0.0,0.0
1519,boys clothes,Mother & Baby,181.0,26.0,4.0,1.0,22.37,7.46,22.37,38978.0,568.0,FMCG,14.36,2.21,0.55
1517,men jackets,Fashion,181.0,92.0,11.0,2.0,14.56,7.28,7.28,39486.0,1545.0,Fashion,50.83,6.08,1.1
1516,national iron,Home Appliances,181.0,107.0,32.0,19.0,244.18,11.63,12.85,2141.0,505.0,EL,59.12,17.68,10.5
1515,ndure shoes for men,Fashion,181.0,70.0,2.0,0.0,0.0,0.0,0.0,1599.0,700.0,Fashion,38.67,1.1,0.0
1514,aloe vera gel,Health & Beauty,181.0,111.0,63.0,26.0,46.33,1.49,1.78,4749.0,350.0,FMCG,61.33,34.81,14.36
1499,golden pearl,Health & Beauty,181.0,53.0,28.0,9.0,29.5,2.11,3.28,10851.0,292.0,FMCG,29.28,15.47,4.97
1531,mask for corona,Health & Beauty,180.0,83.0,25.0,11.0,22.47,2.04,2.04,162244.0,1028.0,FMCG,46.11,13.89,6.11
1548,voilet for men,Bags and Travel,180.0,92.0,13.0,4.0,22.84,5.71,5.71,98578.0,508.0,Fashion,51.11,7.22,2.22
1537,vanity lights,Furniture & Decor,180.0,104.0,46.0,25.0,308.6,10.64,12.34,9389.0,327.0,GM,57.78,25.56,13.89
1536,chocolates,Groceries,180.0,80.0,21.0,5.0,18.08,2.58,3.62,107302.0,548.0,FMCG,44.44,11.67,2.78
1535,grill pan,Kitchen & Dining,180.0,80.0,24.0,8.0,119.64,14.95,14.95,11098.0,578.0,GM,44.44,13.33,4.44
1534,heel pads,Fashion,180.0,100.0,57.0,29.0,56.41,1.88,1.95,8039.0,353.0,Fashion,55.56,31.67,16.11
1532,iphone xs,Mobiles & Tablets,180.0,20.0,2.0,0.0,0.0,0.0,0.0,41879.0,232.0,EL,11.11,1.11,0.0
1533,happy birthday decoration,Toys & Games,180.0,106.0,31.0,10.0,38.27,3.19,3.83,239038.0,839.0,GM,58.89,17.22,5.56
1530,air conditioner,Home Appliances,180.0,75.0,28.0,11.0,7456.49,466.03,677.86,104013.0,518.0,EL,41.67,15.56,6.11
1528,computer chair,Furniture & Decor,180.0,81.0,22.0,6.0,358.47,59.74,59.74,107214.0,588.0,GM,45.0,12.22,3.33
1524,hair bands for girls stylish,Fashion,179.0,61.0,18.0,6.0,10.54,1.76,1.76,22246.0,461.0,Fashion,34.08,10.06,3.35
1527,nails kit,Health & Beauty,179.0,83.0,26.0,9.0,47.65,4.77,5.29,160109.0,463.0,FMCG,46.37,14.53,5.03
1529,pakistan live match 2021,Watches Sunglasses Jewellery,179.0,12.0,0.0,0.0,0.0,0.0,0.0,259590.0,70.0,Fashion,6.7,0.0,0.0
1538,air purifier,Home Appliances,179.0,93.0,21.0,8.0,1082.83,135.35,135.35,56626.0,921.0,EL,51.96,11.73,4.47
1539,12 tola,Mobiles & Tablets,179.0,4.0,2.0,0.0,0.0,0.0,0.0,2298470.0,84.0,EL,2.23,1.12,0.0
1540,maybelline makeup,Health & Beauty,179.0,73.0,17.0,3.0,22.24,3.71,7.41,494.0,414.0,FMCG,40.78,9.5,1.68
1541,iphone xs max,Mobiles & Tablets,179.0,29.0,4.0,1.0,3.04,3.04,3.04,41548.0,195.0,EL,16.2,2.23,0.56
1542,drees for girls,Fashion,179.0,69.0,5.0,0.0,0.0,0.0,0.0,298435.0,1022.0,Fashion,38.55,2.79,0.0
1543,bts accessories for girls bags,Bags and Travel,179.0,19.0,1.0,1.0,3.25,3.25,3.25,965884.0,138.0,Fashion,10.61,0.56,0.56
1544,dove soap,Health & Beauty,179.0,89.0,27.0,7.0,40.82,4.54,5.83,346.0,218.0,FMCG,49.72,15.08,3.91
1545,type c cable,Mobiles & Tablets,179.0,89.0,40.0,11.0,25.04,2.09,2.28,60615.0,888.0,EL,49.72,22.35,6.15
1546,scarfs for girls hijab,Fashion,179.0,76.0,11.0,10.0,31.65,2.88,3.17,17341.0,335.0,Fashion,42.46,6.15,5.59
1553,car air freshener,Motors,178.0,74.0,27.0,13.0,34.79,2.49,2.68,13181.0,538.0,GM,41.57,15.17,7.3
1551,pussy,Fashion,178.0,15.0,0.0,0.0,0.0,0.0,0.0,32576.0,208.0,Fashion,8.43,0.0,0.0
1552,sports shoes for men,Fashion,178.0,95.0,14.0,4.0,22.45,5.61,5.61,60802.0,548.0,Fashion,53.37,7.87,2.25
1547,air buds audionic,"TV, Audio / Video, Gaming & Wearables",178.0,57.0,14.0,4.0,73.17,18.29,18.29,1079.0,300.0,EL,32.02,7.87,2.25
1525,jbl bluetooth speaker,"TV, Audio / Video, Gaming & Wearables",178.0,107.0,26.0,6.0,93.43,15.57,15.57,6254.0,519.0,EL,60.11,14.61,3.37
1526,ertugrul ring,Watches Sunglasses Jewellery,178.0,95.0,34.0,13.0,27.06,1.8,2.08,1952.0,158.0,Fashion,53.37,19.1,7.3
1549,name mask,Health & Beauty,177.0,69.0,23.0,7.0,16.15,2.02,2.31,162012.0,290.0,FMCG,38.98,12.99,3.95
1561,xbox one,"TV, Audio / Video, Gaming & Wearables",177.0,63.0,2.0,0.0,0.0,0.0,0.0,66682.0,287.0,EL,35.59,1.13,0.0
1570,wifi camera,Cameras,177.0,93.0,24.0,9.0,282.44,28.24,31.38,19583.0,358.0,EL,52.54,13.56,5.08
1566,sale on daraz,Fashion,177.0,33.0,4.0,1.0,2.8,2.8,2.8,100710.0,798.0,Fashion,18.64,2.26,0.56
1565,poco x3 pro cover,Mobiles & Tablets,177.0,119.0,46.0,15.0,71.67,3.77,4.78,6593.0,701.0,EL,67.23,25.99,8.47
1564,ring for girls stylish,Watches Sunglasses Jewellery,177.0,98.0,28.0,6.0,17.46,2.91,2.91,59713.0,588.0,Fashion,55.37,15.82,3.39
1563,smart tv,"TV, Audio / Video, Gaming & Wearables",177.0,85.0,28.0,10.0,3176.85,264.74,317.69,102914.0,157.0,EL,48.02,15.82,5.65
1562,winter cap,Fashion,177.0,88.0,34.0,15.0,53.55,3.57,3.57,84826.0,518.0,Fashion,49.72,19.21,8.47
1560,dawlance automatic washing machine,Home Appliances,177.0,107.0,40.0,14.0,4508.35,250.46,322.03,623.0,298.0,EL,60.45,22.6,7.91
1550,neutrogena,Health & Beauty,177.0,74.0,21.0,7.0,93.2,11.65,13.31,230.0,218.0,FMCG,41.81,11.86,3.95
1559,digital watches for girls,Watches Sunglasses Jewellery,177.0,95.0,26.0,11.0,29.23,2.09,2.66,43511.0,968.0,Fashion,53.67,14.69,6.21
1558,hair machine,Health & Beauty,177.0,46.0,16.0,10.0,74.1,7.41,7.41,64873.0,550.0,FMCG,25.99,9.04,5.65
1557,gym,Sports & Outdoors,177.0,73.0,19.0,8.0,99.04,12.38,12.38,174796.0,488.0,GM,41.24,10.73,4.52
1556,i phone 13 pro max,Mobiles & Tablets,177.0,64.0,11.0,0.0,0.0,0.0,0.0,5914743.0,109.0,EL,36.16,6.21,0.0
1555,i pad mini 5,Mobiles & Tablets,177.0,42.0,4.0,0.0,0.0,0.0,0.0,36264.0,160.0,EL,23.73,2.26,0.0
1554,led bulb,Furniture & Decor,177.0,78.0,15.0,3.0,15.76,3.15,5.25,242549.0,1745.0,GM,44.07,8.47,1.69
1578,wired headphones,"TV, Audio / Video, Gaming & Wearables",176.0,62.0,22.0,9.0,63.78,6.38,7.09,47183.0,818.0,EL,35.23,12.5,5.11
1575,glases for girls,Watches Sunglasses Jewellery,176.0,71.0,24.0,7.0,14.14,2.02,2.02,108577.0,350.0,Fashion,40.34,13.64,3.98
1577,vivo v21,Mobiles & Tablets,176.0,84.0,18.0,0.0,0.0,0.0,0.0,7682.0,153.0,EL,47.73,10.23,0.0
1576,drill machine set,"Tools, DIY & Outdoor",176.0,80.0,20.0,4.0,73.32,12.22,18.33,41919.0,718.0,GM,45.45,11.36,2.27
1568,baby play mat,Toys & Games,176.0,49.0,7.0,3.0,41.08,13.69,13.69,7275.0,938.0,GM,27.84,3.98,1.7
1572,helmets for motorcycle,Motors,176.0,90.0,16.0,4.0,26.24,6.56,6.56,19413.0,975.0,GM,51.14,9.09,2.27
1571,knorr noodles,Groceries,176.0,121.0,58.0,16.0,66.35,3.02,4.15,643.0,273.0,FMCG,68.75,32.95,9.09
1569,jacket for men stylish,Fashion,176.0,74.0,10.0,4.0,32.98,8.24,8.24,29270.0,788.0,Fashion,42.05,5.68,2.27
1567,bathroom cabinet,Bedding & Bath,176.0,91.0,21.0,6.0,140.65,17.58,23.44,41196.0,935.0,GM,51.7,11.93,3.41
1586,spoon set,Kitchen & Dining,175.0,99.0,24.0,7.0,29.37,3.67,4.2,62064.0,738.0,GM,56.57,13.71,4.0
1579,head phones with mic,"TV, Audio / Video, Gaming & Wearables",175.0,52.0,17.0,5.0,26.1,5.22,5.22,89410.0,598.0,EL,29.71,9.71,2.86
1580,leather jackets for men,Fashion,175.0,97.0,13.0,3.0,52.5,17.5,17.5,3705.0,1204.0,Fashion,55.43,7.43,1.71
1581,bts shirts,Fashion,175.0,75.0,14.0,5.0,23.75,4.75,4.75,536.0,248.0,Fashion,42.86,8.0,2.86
1582,cerelac,Mother & Baby,175.0,88.0,42.0,10.0,56.7,4.36,5.67,1115.0,418.0,FMCG,50.29,24.0,5.71
1583,body scrub,Health & Beauty,175.0,94.0,44.0,17.0,52.72,2.93,3.1,15131.0,370.0,FMCG,53.71,25.14,9.71
1584,pussy sex toy for men,Health & Beauty,175.0,27.0,0.0,0.0,0.0,0.0,0.0,63.0,63.0,FMCG,15.43,0.0,0.0
1585,voucher,Digital Goods,175.0,16.0,0.0,0.0,0.0,0.0,0.0,14987.0,123.0,Digital Goods,9.14,0.0,0.0
1589,jazz digit 4g mobile keypad,Mobiles & Tablets,174.0,80.0,13.0,1.0,49.49,24.74,49.49,328.0,160.0,EL,45.98,7.47,0.57
1574,mirror light,Furniture & Decor,174.0,88.0,25.0,10.0,100.53,9.14,10.05,78722.0,448.0,GM,50.57,14.37,5.75
1591,sport shoes,Sports & Outdoors,174.0,93.0,9.0,4.0,55.96,13.99,13.99,151654.0,1018.0,GM,53.45,5.17,2.3
1590,watch for man,Watches Sunglasses Jewellery,174.0,96.0,35.0,16.0,63.92,3.36,3.99,811720.0,778.0,Fashion,55.17,20.11,9.2
1573,loreal shampoo,Health & Beauty,174.0,95.0,37.0,9.0,124.4,8.29,13.82,326.0,228.0,FMCG,54.6,21.26,5.17
1588,makeup kit,Health & Beauty,174.0,89.0,20.0,3.0,12.44,4.15,4.15,206873.0,290.0,FMCG,51.15,11.49,1.72
1587,microfiber cloth,Motors,174.0,112.0,61.0,30.0,98.12,2.65,3.27,28440.0,502.0,GM,64.37,35.06,17.24
1600,crimper,Health & Beauty,173.0,110.0,35.0,17.0,119.31,6.28,7.02,36790.0,280.0,FMCG,63.58,20.23,9.83
1609,sex toys for women dildo vibrator,Health & Beauty,173.0,18.0,2.0,0.0,0.0,0.0,0.0,8763.0,310.0,FMCG,10.4,1.16,0.0
1608,squid game,Toys & Games,173.0,61.0,11.0,3.0,7.8,2.6,2.6,4743.0,950.0,GM,35.26,6.36,1.73
1607,uc pubg mobile,Digital Goods,173.0,80.0,42.0,10.0,18.3,1.83,1.83,1770.0,320.0,Digital Goods,46.24,24.28,5.78
1605,organizer box,Health & Beauty,173.0,69.0,17.0,3.0,8.66,2.89,2.89,803705.0,658.0,FMCG,39.88,9.83,1.73
1604,decoration items,Furniture & Decor,173.0,59.0,15.0,3.0,4.57,1.52,1.52,634023.0,1018.0,GM,34.1,8.67,1.73
1603,hw22 smart watch,"TV, Audio / Video, Gaming & Wearables",173.0,81.0,24.0,7.0,105.94,13.24,15.13,2317.0,198.0,EL,46.82,13.87,4.05
1606,colour box set,Stationery & Craft,173.0,88.0,15.0,3.0,11.94,3.98,3.98,328640.0,399.0,GM,50.87,8.67,1.73
1599,winter clothes for men,Fashion,173.0,68.0,12.0,1.0,9.83,9.83,9.83,45896.0,1018.0,Fashion,39.31,6.94,0.58
1596,laundry basket,Laundry & Cleaning,173.0,114.0,45.0,24.0,97.63,3.75,4.07,19829.0,940.0,GM,65.9,26.01,13.87
1592,bata shoes,Fashion,173.0,51.0,4.0,0.0,0.0,0.0,0.0,492.0,490.0,Fashion,29.48,2.31,0.0
1595,hand chopper,Kitchen & Dining,173.0,99.0,46.0,20.0,71.76,3.59,3.59,20082.0,693.0,GM,57.23,26.59,11.56
1594,iphone 6,Mobiles & Tablets,173.0,32.0,1.0,0.0,0.0,0.0,0.0,121681.0,281.0,EL,18.5,0.58,0.0
1593,mp3 player with bluetooth,"TV, Audio / Video, Gaming & Wearables",173.0,83.0,18.0,4.0,28.49,7.12,7.12,146309.0,720.0,EL,47.98,10.4,2.31
1612,pressure washer,"Tools, DIY & Outdoor",172.0,113.0,25.0,7.0,439.88,54.98,62.84,19753.0,653.0,GM,65.7,14.53,4.07
1601,waches for boys digital,Watches Sunglasses Jewellery,172.0,34.0,6.0,1.0,1.9,1.9,1.9,178367.0,709.0,Fashion,19.77,3.49,0.58
1618,soap dispenser,Bedding & Bath,172.0,93.0,48.0,21.0,75.83,3.16,3.61,31541.0,445.0,GM,54.07,27.91,12.21
1616,rings for girls simple,Watches Sunglasses Jewellery,172.0,85.0,22.0,7.0,26.49,2.41,3.78,59713.0,732.0,Fashion,49.42,12.79,4.07
1615,microphone,"TV, Audio / Video, Gaming & Wearables",172.0,72.0,32.0,14.0,67.25,3.2,4.8,317821.0,3177.0,EL,41.86,18.6,8.14
1614,shose,Fashion,172.0,61.0,10.0,4.0,65.82,13.16,16.46,757569.0,472.0,Fashion,35.47,5.81,2.33
1613,christmas tree,Furniture & Decor,172.0,73.0,0.0,0.0,0.0,0.0,0.0,81581.0,810.0,GM,42.44,0.0,0.0
1611,led watch,Watches Sunglasses Jewellery,172.0,106.0,45.0,20.0,53.04,2.53,2.65,140867.0,1121.0,Fashion,61.63,26.16,11.63
1610,necklace for women,Watches Sunglasses Jewellery,172.0,78.0,19.0,2.0,7.75,3.88,3.88,468382.0,892.0,Fashion,45.35,11.05,1.16
1597,i phone 11 pro max,Mobiles & Tablets,172.0,64.0,3.0,1.0,3.48,3.48,3.48,42216.0,138.0,EL,37.21,1.74,0.58
1598,garment steamer,Home Appliances,172.0,108.0,41.0,17.0,862.67,47.93,50.75,13072.0,788.0,EL,62.79,23.84,9.88
1602,pouch,Bags and Travel,172.0,57.0,10.0,3.0,8.91,2.97,2.97,203915.0,787.0,Fashion,33.14,5.81,1.74
1627,shoe rack organizer,Furniture & Decor,171.0,91.0,30.0,9.0,107.35,11.93,11.93,12152.0,808.0,GM,53.22,17.54,5.26
1635,tissue paper,Groceries,171.0,82.0,35.0,13.0,42.58,3.04,3.28,31314.0,563.0,FMCG,47.95,20.47,7.6
1634,vivo y 20 back cover,Mobiles & Tablets,171.0,100.0,29.0,9.0,41.66,3.47,4.63,30521.0,678.0,EL,58.48,16.96,5.26
1633,pc computer gaming,Computers & Laptops,171.0,76.0,10.0,0.0,0.0,0.0,0.0,85927.0,330.0,EL,44.44,5.85,0.0
1632,protein powder,Sports & Outdoors,171.0,84.0,18.0,9.0,377.59,41.95,41.95,29925.0,599.0,GM,49.12,10.53,5.26
1631,box,Stationery & Craft,171.0,25.0,4.0,1.0,1.16,1.16,1.16,1633440.0,188.0,GM,14.62,2.34,0.58
1629,boots for women,Fashion,171.0,83.0,12.0,4.0,97.74,16.29,24.43,9317.0,1018.0,Fashion,48.54,7.02,2.34
1628,unstitched fabric for women,Fashion,171.0,93.0,15.0,4.0,24.92,6.23,6.23,94232.0,768.0,Fashion,54.39,8.77,2.34
1619,baby bags for mother,Mother & Baby,171.0,97.0,18.0,5.0,37.52,6.25,7.5,55283.0,508.0,FMCG,56.73,10.53,2.92
1626,women shoes,Fashion,171.0,80.0,17.0,5.0,41.84,6.97,8.37,4153435.0,1289.0,Fashion,46.78,9.94,2.92
1624,d13 smart watch,"TV, Audio / Video, Gaming & Wearables",171.0,83.0,33.0,15.0,91.76,6.12,6.12,3714.0,524.0,EL,48.54,19.3,8.77
1623,door air stopper,"Tools, DIY & Outdoor",171.0,72.0,41.0,25.0,64.66,2.23,2.59,7401.0,374.0,GM,42.11,23.98,14.62
1622,iphone 13 pro max cover,Mobiles & Tablets,171.0,100.0,31.0,12.0,70.45,5.03,5.87,13037.0,2084.0,EL,58.48,18.13,7.02
1621,maxi,Fashion,171.0,97.0,9.0,2.0,27.2,13.6,13.6,99158.0,800.0,Fashion,56.73,5.26,1.17
1620,matte lipstick,Health & Beauty,171.0,77.0,26.0,10.0,30.17,2.74,3.02,58283.0,962.0,FMCG,45.03,15.2,5.85
1617,ladies bra,Fashion,171.0,67.0,8.0,4.0,15.9,3.97,3.97,89908.0,704.0,Fashion,39.18,4.68,2.34
